col_1:I,col_2:I,col_3:I,col_4:C,col_5:C,clo_6:T
451,517,467,GREEN,v,1
451,483,533,BLUE,v,1
549,483,467,YELLOW,v,1
481,470,453,RED,v,1
481,530,453,GREEN,v,1
481,470,547,BLUE,v,1
519,470,453,YELLOW,v,1
455,493,456,RED,v,1
455,507,456,GREEN,v,1
455,493,544,BLUE,v,1
545,493,456,YELLOW,v,1
468,473,474,RED,v,1
468,527,474,GREEN,v,1
468,473,526,BLUE,v,1
532,473,474,YELLOW,v,1
455,475,485,RED,v,1
455,525,485,GREEN,v,1
455,475,515,BLUE,v,1
545,475,485,YELLOW,v,1
484,462,495,RED,v,1
484,538,495,GREEN,v,1
484,462,505,BLUE,v,1
516,462,495,YELLOW,v,1
458,495,487,RED,v,1
458,505,487,GREEN,v,1
458,495,513,BLUE,v,1
542,495,487,YELLOW,v,1
494,484,498,RED,v,1
494,516,498,GREEN,v,1
494,484,502,BLUE,v,1
506,484,498,YELLOW,v,1
483,459,463,RED,v,1
483,541,463,GREEN,v,1
483,459,537,BLUE,v,1
517,459,463,YELLOW,v,1
474,493,470,RED,v,1
474,507,470,GREEN,v,1
474,493,530,BLUE,v,1
526,493,470,YELLOW,v,1
475,467,466,RED,v,1
475,533,466,GREEN,v,1
475,467,534,BLUE,v,1
525,467,466,YELLOW,v,1
495,498,476,RED,v,1
495,502,476,GREEN,v,1
495,498,524,BLUE,v,1
505,498,476,YELLOW,v,1
499,468,483,YELLOW,v,0
499,532,483,YELLOW,v,0
499,468,517,BLUE,v,0
501,468,483,RED,v,0
498,466,479,RED,v,1
498,534,479,GREEN,v,1
498,466,521,BLUE,v,1
502,466,479,YELLOW,v,1
483,492,491,RED,v,1
483,508,491,GREEN,v,1
483,492,509,BLUE,v,1
517,492,491,YELLOW,v,1
466,473,505,RED,v,1
466,527,505,GREEN,v,1
466,473,495,BLUE,v,1
534,473,505,YELLOW,v,1
491,480,499,RED,v,1
491,520,499,GREEN,v,1
491,480,501,BLUE,v,1
509,480,499,YELLOW,v,1
500,499,479,RED,v,1
500,501,479,GREEN,v,1
500,499,521,BLUE,v,1
500,499,479,YELLOW,v,1
470,500,506,RED,v,1
470,500,506,GREEN,v,1
470,500,494,BLUE,v,1
530,500,506,YELLOW,v,1
486,492,491,RED,v,1
486,508,491,GREEN,v,1
486,492,509,BLUE,v,1
514,492,491,YELLOW,v,1
482,475,491,RED,v,0
482,525,491,GREEN,v,0
482,475,509,BLUE,v,0
518,475,491,YELLOW,v,0
478,473,511,RED,v,1
478,527,511,GREEN,v,1
478,473,489,BLUE,v,1
522,473,511,YELLOW,v,1
508,480,492,RED,v,1
508,520,492,GREEN,v,1
508,480,508,BLUE,v,1
492,480,492,YELLOW,v,1
507,474,514,RED,v,1
507,526,514,GREEN,v,1
507,474,486,BLUE,v,1
493,474,514,YELLOW,v,1
504,494,512,RED,v,1
504,506,512,GREEN,v,1
504,494,488,BLUE,v,1
496,494,512,YELLOW,v,1
514,490,502,RED,v,1
514,510,502,GREEN,v,1
514,490,498,BLUE,v,1
486,490,502,YELLOW,v,1
504,483,482,RED,v,1
504,517,482,GREEN,v,1
504,483,518,BLUE,v,1
496,483,482,YELLOW,v,1
488,515,482,RED,v,1
488,485,482,GREEN,v,1
488,515,518,BLUE,v,1
512,515,482,YELLOW,v,1
489,494,487,RED,v,1
489,506,487,GREEN,v,1
489,494,513,BLUE,v,1
511,494,487,YELLOW,v,1
488,507,489,YELLOW,o,0
488,493,489,BLUE,o,0
488,507,511,YELLOW,o,0
512,507,489,RED,o,0
505,499,511,YELLOW,o,0
505,501,511,GREEN,o,0
505,499,489,RED,o,0
495,499,511,RED,o,0
514,515,484,RED,o,1
514,485,484,GREEN,o,1
514,515,516,BLUE,o,1
486,515,484,YELLOW,o,1
508,496,522,RED,o,1
508,504,522,GREEN,o,1
508,496,478,BLUE,o,1
492,496,522,YELLOW,o,1
508,489,492,RED,o,1
508,511,492,GREEN,o,1
508,489,508,BLUE,o,1
492,489,492,YELLOW,o,1
513,497,501,RED,o,1
513,503,501,GREEN,o,1
513,497,499,BLUE,o,1
487,497,501,YELLOW,o,1
510,503,523,RED,o,1
510,497,523,GREEN,o,1
510,503,477,BLUE,o,1
490,503,523,YELLOW,o,1
509,488,493,RED,o,1
509,512,493,GREEN,o,1
509,488,507,BLUE,o,1
491,488,493,YELLOW,o,1
497,526,497,RED,o,0
497,474,497,GREEN,o,0
497,526,503,BLUE,o,0
503,526,497,YELLOW,o,0
496,497,497,RED,o,1
496,503,497,GREEN,o,1
496,497,503,BLUE,o,1
504,497,497,YELLOW,o,1
594,893,842,GREEN,v,0
594,107,842,GREEN,v,0
594,893,158,GREEN,v,0
406,893,842,BLUE,v,0
531,529,503,RED,o,1
531,471,503,GREEN,o,1
531,529,497,BLUE,o,1
469,529,503,YELLOW,o,1
497,519,505,RED,o,1
497,481,505,GREEN,o,1
497,519,495,BLUE,o,1
503,519,505,YELLOW,o,1
523,510,498,RED,o,1
523,490,498,GREEN,o,1
523,510,502,BLUE,o,1
477,510,498,YELLOW,o,1
527,503,514,RED,o,1
527,497,514,GREEN,o,1
527,503,486,BLUE,o,1
473,503,514,YELLOW,o,1
514,501,498,RED,o,1
514,499,498,GREEN,o,1
514,501,502,BLUE,o,1
486,501,498,YELLOW,o,1
526,510,509,RED,o,1
526,490,509,GREEN,o,1
526,510,491,BLUE,o,1
474,510,509,YELLOW,o,1
497,531,505,RED,o,1
497,469,505,GREEN,o,1
497,531,495,BLUE,o,1
503,531,505,YELLOW,o,1
513,529,498,RED,o,1
513,471,498,GREEN,o,1
513,529,502,BLUE,o,1
487,529,498,YELLOW,o,1
505,508,519,RED,o,1
505,492,519,GREEN,o,1
505,508,481,BLUE,o,1
495,508,519,YELLOW,o,1
531,526,512,RED,o,1
531,474,512,GREEN,o,1
531,526,488,BLUE,o,1
469,526,512,YELLOW,o,1
534,537,528,RED,o,1
534,463,528,GREEN,o,1
534,537,472,BLUE,o,1
466,537,528,YELLOW,o,1
537,525,520,YELLOW,o,0
537,475,520,RED,o,0
537,525,480,GREEN,o,0
463,525,520,RED,o,0
527,520,505,RED,o,1
527,480,505,GREEN,o,1
527,520,495,BLUE,o,1
473,520,505,YELLOW,o,1
542,517,526,RED,o,1
542,483,526,GREEN,o,1
542,517,474,BLUE,o,1
458,517,526,YELLOW,o,1
530,520,539,RED,o,1
530,480,539,GREEN,o,1
530,520,461,BLUE,o,1
470,520,539,YELLOW,o,1
525,531,538,RED,o,1
525,469,538,GREEN,o,1
525,531,462,BLUE,o,1
475,531,538,YELLOW,o,1
515,508,537,RED,o,1
515,492,537,GREEN,o,1
515,508,463,BLUE,o,1
485,508,537,YELLOW,o,1
519,515,513,RED,o,1
519,485,513,GREEN,o,1
519,515,487,BLUE,o,1
481,515,513,YELLOW,o,1
537,517,540,RED,o,1
537,483,540,GREEN,o,1
537,517,460,BLUE,o,1
463,517,540,YELLOW,o,1
406,882,749,YELLOW,v,0
406,118,749,RED,v,0
406,882,251,GREEN,v,0
594,882,749,YELLOW,v,0
518,523,539,RED,o,1
518,477,539,GREEN,o,1
518,523,461,BLUE,o,1
482,523,539,YELLOW,o,1
549,546,518,RED,o,1
549,454,518,GREEN,o,1
549,546,482,BLUE,o,1
451,546,518,YELLOW,o,1
533,531,548,RED,o,1
533,469,548,GREEN,o,1
533,531,452,BLUE,o,1
467,531,548,YELLOW,o,1
514,548,520,RED,o,1
514,452,520,GREEN,o,1
514,548,480,BLUE,o,1
486,548,520,YELLOW,o,1
518,541,539,RED,o,1
518,459,539,GREEN,o,1
518,541,461,BLUE,o,1
482,541,539,YELLOW,o,1
536,520,519,RED,o,1
536,480,519,GREEN,o,1
536,520,481,BLUE,o,1
464,520,519,YELLOW,o,1
535,556,543,RED,o,1
535,444,543,GREEN,o,1
535,556,457,BLUE,o,1
465,556,543,YELLOW,o,1
556,520,551,RED,o,1
556,480,551,GREEN,o,1
556,520,449,BLUE,o,1
444,520,551,YELLOW,o,1
539,546,540,RED,o,1
539,454,540,GREEN,o,1
539,546,460,BLUE,o,1
461,546,540,YELLOW,o,1
558,533,554,RED,o,1
558,467,554,GREEN,o,1
558,533,446,BLUE,o,1
442,533,554,YELLOW,o,1
555,546,543,RED,o,1
555,454,543,GREEN,o,1
555,546,457,BLUE,o,1
445,546,543,YELLOW,o,1
525,539,547,RED,o,1
525,461,547,GREEN,o,1
525,539,453,BLUE,o,1
475,539,547,YELLOW,o,1
526,552,559,BLUE,o,0
526,448,559,YELLOW,o,0
526,552,441,RED,o,0
474,552,559,GREEN,o,0
556,529,527,RED,o,1
556,471,527,GREEN,o,1
556,529,473,BLUE,o,1
444,529,527,YELLOW,o,1
539,534,529,RED,o,1
539,466,529,GREEN,o,1
539,534,471,BLUE,o,1
461,534,529,YELLOW,o,1
559,552,566,RED,o,1
559,448,566,GREEN,o,1
559,552,434,BLUE,o,1
441,552,566,YELLOW,o,1
562,550,542,RED,o,1
562,450,542,GREEN,o,1
562,550,458,BLUE,o,1
438,550,542,YELLOW,o,1
545,548,550,GREEN,o,0
545,452,550,RED,o,0
545,548,450,YELLOW,o,0
455,548,550,BLUE,o,0
566,560,538,RED,o,1
566,440,538,GREEN,o,1
566,560,462,BLUE,o,1
434,560,538,YELLOW,o,1
562,538,562,RED,o,1
562,462,562,GREEN,o,1
562,538,438,BLUE,o,1
438,538,562,YELLOW,o,1
539,544,544,RED,o,1
539,456,544,GREEN,o,1
539,544,456,BLUE,o,1
461,544,544,YELLOW,o,1
554,558,548,RED,o,1
554,442,548,GREEN,o,1
554,558,452,BLUE,o,1
446,558,548,YELLOW,o,1
573,551,563,RED,o,1
573,449,563,GREEN,o,1
573,551,437,BLUE,o,1
427,551,563,YELLOW,o,1
537,549,549,RED,o,1
537,451,549,GREEN,o,1
537,549,451,BLUE,o,1
463,549,549,YELLOW,o,1
555,572,564,RED,o,1
555,428,564,GREEN,o,1
555,572,436,BLUE,o,1
445,572,564,YELLOW,o,1
557,568,574,RED,o,1
557,432,574,GREEN,o,1
557,568,426,BLUE,o,1
443,568,574,YELLOW,o,1
543,542,537,RED,o,1
543,458,537,GREEN,o,1
543,542,463,BLUE,o,1
457,542,537,YELLOW,o,1
561,545,559,RED,o,1
561,455,559,GREEN,o,1
561,545,441,BLUE,o,1
439,545,559,YELLOW,o,1
543,557,548,RED,o,1
543,443,548,GREEN,o,1
543,557,452,BLUE,o,1
457,557,548,YELLOW,o,1
558,574,544,RED,o,0
558,426,544,RED,o,0
558,574,456,YELLOW,o,0
442,574,544,YELLOW,o,0
579,579,576,RED,o,1
579,421,576,GREEN,o,1
579,579,424,BLUE,o,1
421,579,576,YELLOW,o,1
571,542,549,RED,o,1
571,458,549,GREEN,o,1
571,542,451,BLUE,o,1
429,542,549,YELLOW,o,1
570,572,549,RED,o,1
570,428,549,GREEN,o,1
570,572,451,BLUE,o,1
430,572,549,YELLOW,o,1
564,558,556,RED,o,1
564,442,556,GREEN,o,1
564,558,444,BLUE,o,1
436,558,556,YELLOW,o,1
572,557,557,RED,o,1
572,443,557,GREEN,o,1
572,557,443,BLUE,o,1
428,557,557,YELLOW,o,1
583,581,550,RED,o,1
583,419,550,GREEN,o,1
583,581,450,BLUE,o,1
417,581,550,YELLOW,o,1
575,555,552,RED,o,1
575,445,552,GREEN,o,1
575,555,448,BLUE,o,1
425,555,552,YELLOW,o,1
579,566,568,RED,o,1
579,434,568,GREEN,o,1
579,566,432,BLUE,o,1
421,566,568,YELLOW,o,1
588,585,569,RED,o,1
588,415,569,GREEN,o,1
588,585,431,BLUE,o,1
412,585,569,YELLOW,o,1
577,553,587,RED,o,1
577,447,587,GREEN,o,1
577,553,413,BLUE,o,1
423,553,587,YELLOW,o,1
573,566,575,RED,o,1
573,434,575,GREEN,o,1
573,566,425,BLUE,o,1
427,566,575,YELLOW,o,1
592,572,574,RED,o,1
592,428,574,GREEN,o,1
592,572,426,BLUE,o,1
408,572,574,YELLOW,o,1
561,571,574,RED,o,1
561,429,574,GREEN,o,1
561,571,426,BLUE,o,1
439,571,574,YELLOW,o,1
556,560,578,RED,o,1
556,440,578,GREEN,o,1
556,560,422,BLUE,o,1
444,560,578,YELLOW,o,1
586,564,588,RED,o,1
586,436,588,GREEN,o,1
586,564,412,BLUE,o,1
414,564,588,YELLOW,o,1
578,575,586,RED,o,1
578,425,586,GREEN,o,1
578,575,414,BLUE,o,1
422,575,586,YELLOW,o,1
585,560,562,RED,o,1
585,440,562,GREEN,o,1
585,560,438,BLUE,o,1
415,560,562,YELLOW,o,1
573,571,587,RED,o,1
573,429,587,GREEN,o,1
573,571,413,BLUE,o,1
427,571,587,YELLOW,o,1
566,593,592,RED,o,1
566,407,592,GREEN,o,1
566,593,408,BLUE,o,1
434,593,592,YELLOW,o,1
560,575,560,RED,o,1
560,425,560,GREEN,o,1
560,575,440,BLUE,o,1
440,575,560,YELLOW,o,1
589,572,588,RED,o,1
589,428,588,GREEN,o,1
589,572,412,BLUE,o,1
411,572,588,YELLOW,o,1
595,567,587,RED,o,1
595,433,587,GREEN,o,1
595,567,413,BLUE,o,1
405,567,587,YELLOW,o,1
595,585,564,BLUE,o,0
595,415,564,RED,o,0
595,585,436,RED,o,0
405,585,564,BLUE,o,0
582,598,587,RED,v,0
582,402,587,GREEN,v,0
582,598,413,BLUE,v,0
418,598,587,YELLOW,v,0
575,594,584,RED,o,1
575,406,584,GREEN,o,1
575,594,416,BLUE,o,1
425,594,584,YELLOW,o,1
591,595,592,RED,o,1
591,405,592,GREEN,o,1
591,595,408,BLUE,o,1
409,595,592,YELLOW,o,1
601,590,606,RED,o,1
601,410,606,GREEN,o,1
601,590,394,BLUE,o,1
399,590,606,YELLOW,o,1
591,569,606,RED,o,1
591,431,606,GREEN,o,1
591,569,394,BLUE,o,1
409,569,606,YELLOW,o,1
570,576,605,RED,o,1
570,424,605,GREEN,o,1
570,576,395,BLUE,o,1
430,576,605,YELLOW,o,1
600,585,593,RED,o,1
600,415,593,GREEN,o,1
600,585,407,BLUE,o,1
400,585,593,YELLOW,o,1
600,576,593,RED,o,1
600,424,593,GREEN,o,1
600,576,407,BLUE,o,1
400,576,593,YELLOW,o,1
577,610,579,RED,o,1
577,390,579,GREEN,o,1
577,610,421,BLUE,o,1
423,610,579,YELLOW,o,1
599,613,595,BLUE,o,0
599,387,595,RED,o,0
599,613,405,GREEN,o,0
401,613,595,YELLOW,o,0
576,589,606,RED,o,1
576,411,606,GREEN,o,1
576,589,394,BLUE,o,1
424,589,606,YELLOW,o,1
604,595,612,RED,o,1
604,405,612,GREEN,o,1
604,595,388,BLUE,o,1
396,595,612,YELLOW,o,1
592,587,602,RED,o,1
592,413,602,GREEN,o,1
592,587,398,BLUE,o,1
408,587,602,YELLOW,o,1
547,59,674,RED,o,0
547,941,674,BLUE,o,0
547,59,326,YELLOW,o,0
453,59,674,GREEN,o,0
598,600,606,RED,o,1
598,400,606,GREEN,o,1
598,600,394,BLUE,o,1
402,600,606,YELLOW,o,1
597,588,580,RED,o,1
597,412,580,GREEN,o,1
597,588,420,BLUE,o,1
403,588,580,YELLOW,o,1
607,582,580,RED,o,1
607,418,580,GREEN,o,1
607,582,420,BLUE,o,1
393,582,580,YELLOW,o,1
587,596,589,RED,o,1
587,404,589,GREEN,o,1
587,596,411,BLUE,o,1
413,596,589,YELLOW,o,1
602,602,611,RED,o,1
602,398,611,GREEN,o,1
602,602,389,BLUE,o,1
398,602,611,YELLOW,o,1
599,623,614,RED,o,1
599,377,614,GREEN,o,1
599,623,386,BLUE,o,1
401,623,614,YELLOW,o,1
619,600,593,RED,o,1
619,400,593,GREEN,o,1
619,600,407,BLUE,o,1
381,600,593,YELLOW,o,1
588,619,604,RED,o,1
588,381,604,GREEN,o,1
588,619,396,BLUE,o,1
412,619,604,YELLOW,o,1
595,611,617,RED,o,1
595,389,617,GREEN,o,1
595,611,383,BLUE,o,1
405,611,617,YELLOW,o,1
597,609,612,RED,o,1
597,391,612,GREEN,o,1
597,609,388,BLUE,o,1
403,609,612,YELLOW,o,1
616,588,605,RED,o,1
616,412,605,GREEN,o,1
616,588,395,BLUE,o,1
384,588,605,YELLOW,o,1
627,627,610,RED,o,1
627,373,610,GREEN,o,1
627,627,390,BLUE,o,1
373,627,610,YELLOW,o,1
620,610,597,RED,o,1
620,390,597,GREEN,o,1
620,610,403,BLUE,o,1
380,610,597,YELLOW,o,1
609,608,619,RED,o,0
609,392,619,GREEN,o,0
609,608,381,BLUE,o,0
391,608,619,YELLOW,o,0
674,871,925,YELLOW,o,0
674,129,925,RED,o,0
674,871,75,YELLOW,o,0
326,871,925,YELLOW,o,0
605,624,609,RED,o,1
605,376,609,GREEN,o,1
605,624,391,BLUE,o,1
395,624,609,YELLOW,o,1
606,594,630,RED,o,1
606,406,630,GREEN,o,1
606,594,370,BLUE,o,1
394,594,630,YELLOW,o,1
596,635,595,RED,o,1
596,365,595,GREEN,o,1
596,635,405,BLUE,o,1
404,635,595,YELLOW,o,1
607,627,618,RED,o,1
607,373,618,GREEN,o,1
607,627,382,BLUE,o,1
393,627,618,YELLOW,o,1
623,620,598,RED,o,1
623,380,598,GREEN,o,1
623,620,402,BLUE,o,1
377,620,598,YELLOW,o,1
609,637,600,RED,o,1
609,363,600,GREEN,o,1
609,637,400,BLUE,o,1
391,637,600,YELLOW,o,1
629,606,618,RED,o,1
629,394,618,GREEN,o,1
629,606,382,BLUE,o,1
371,606,618,YELLOW,o,1
634,621,630,RED,o,1
634,379,630,GREEN,o,1
634,621,370,BLUE,o,1
366,621,630,YELLOW,o,1
621,622,625,RED,o,1
621,378,625,GREEN,o,1
621,622,375,BLUE,o,1
379,622,625,YELLOW,o,1
611,637,636,RED,o,1
611,363,636,GREEN,o,1
611,637,364,BLUE,o,1
389,637,636,YELLOW,o,1
605,639,627,RED,o,1
605,361,627,GREEN,o,1
605,639,373,BLUE,o,1
395,639,627,YELLOW,o,1
747,997,932,GREEN,v,0
747,3,932,BLUE,v,0
747,997,68,BLUE,v,0
253,997,932,GREEN,v,0
639,632,632,RED,o,1
639,368,632,GREEN,o,1
639,632,368,BLUE,o,1
361,632,632,YELLOW,o,1
642,622,625,RED,o,1
642,378,625,GREEN,o,1
642,622,375,BLUE,o,1
358,622,625,YELLOW,o,1
620,632,610,RED,o,1
620,368,610,GREEN,o,1
620,632,390,BLUE,o,1
380,632,610,YELLOW,o,1
628,618,646,RED,o,1
628,382,646,GREEN,o,1
628,618,354,BLUE,o,1
372,618,646,YELLOW,o,1
628,647,624,RED,o,1
628,353,624,GREEN,o,1
628,647,376,BLUE,o,1
372,647,624,YELLOW,o,1
635,615,637,RED,o,1
635,385,637,GREEN,o,1
635,615,363,BLUE,o,1
365,615,637,YELLOW,o,1
409,969,237,RED,v,0
409,31,237,RED,v,0
409,969,763,BLUE,v,0
591,969,237,BLUE,v,0
623,630,635,RED,o,1
623,370,635,GREEN,o,1
623,630,365,BLUE,o,1
377,630,635,YELLOW,o,1
636,634,623,RED,o,1
636,366,623,GREEN,o,1
636,634,377,BLUE,o,1
364,634,623,YELLOW,o,1
645,653,628,RED,o,1
645,347,628,GREEN,o,1
645,653,372,BLUE,o,1
355,653,628,YELLOW,o,1
638,623,647,RED,o,1
638,377,647,GREEN,o,1
638,623,353,BLUE,o,1
362,623,647,YELLOW,o,1
626,617,632,RED,o,1
626,383,632,GREEN,o,1
626,617,368,BLUE,o,1
374,617,632,YELLOW,o,1
643,629,650,RED,o,1
643,371,650,GREEN,o,1
643,629,350,BLUE,o,1
357,629,650,YELLOW,o,1
621,636,639,RED,o,1
621,364,639,GREEN,o,1
621,636,361,BLUE,o,1
379,636,639,YELLOW,o,1
621,624,634,RED,o,1
621,376,634,GREEN,o,1
621,624,366,BLUE,o,1
379,624,634,YELLOW,o,1
209,319,202,BLUE,o,0
209,681,202,BLUE,o,0
209,319,798,BLUE,o,0
791,319,202,YELLOW,o,0
628,623,639,RED,o,1
628,377,639,GREEN,o,1
628,623,361,BLUE,o,1
372,623,639,YELLOW,o,1
624,660,655,RED,o,1
624,340,655,GREEN,o,1
624,660,345,BLUE,o,1
376,660,655,YELLOW,o,1
658,642,657,RED,o,1
658,358,657,GREEN,o,1
658,642,343,BLUE,o,1
342,642,657,YELLOW,o,1
627,652,642,RED,o,1
627,348,642,GREEN,o,1
627,652,358,BLUE,o,1
373,652,642,YELLOW,o,1
644,664,654,RED,o,1
644,336,654,GREEN,o,1
644,664,346,BLUE,o,1
356,664,654,YELLOW,o,1
639,662,665,RED,o,1
639,338,665,GREEN,o,1
639,662,335,BLUE,o,1
361,662,665,YELLOW,o,1
665,665,645,RED,o,1
665,335,645,GREEN,o,1
665,665,355,BLUE,o,1
335,665,645,YELLOW,o,1
637,640,655,RED,o,1
637,360,655,GREEN,o,1
637,640,345,BLUE,o,1
363,640,655,YELLOW,o,1
657,655,648,RED,o,1
657,345,648,GREEN,o,1
657,655,352,BLUE,o,1
343,655,648,YELLOW,o,1
635,642,663,RED,o,1
635,358,663,GREEN,o,1
635,642,337,BLUE,o,1
365,642,663,YELLOW,o,1
639,643,671,RED,o,1
639,357,671,GREEN,o,1
639,643,329,BLUE,o,1
361,643,671,YELLOW,o,1
658,653,671,RED,o,1
658,347,671,GREEN,o,1
658,653,329,BLUE,o,1
342,653,671,YELLOW,o,1
668,644,672,RED,o,1
668,356,672,GREEN,o,1
668,644,328,BLUE,o,1
332,644,672,YELLOW,o,1
673,666,670,RED,o,1
673,334,670,GREEN,o,1
673,666,330,BLUE,o,1
327,666,670,YELLOW,o,1
645,656,672,RED,o,1
645,344,672,GREEN,o,1
645,656,328,BLUE,o,1
355,656,672,YELLOW,o,1
672,675,639,RED,o,1
672,325,639,GREEN,o,1
672,675,361,BLUE,o,1
328,675,639,YELLOW,o,1
651,654,672,RED,o,1
651,346,672,GREEN,o,1
651,654,328,BLUE,o,1
349,654,672,YELLOW,o,1
639,665,675,RED,o,1
639,335,675,GREEN,o,1
639,665,325,BLUE,o,1
361,665,675,YELLOW,o,1
672,670,642,RED,o,1
672,330,642,GREEN,o,1
672,670,358,BLUE,o,1
328,670,642,YELLOW,o,1
654,660,661,YELLOW,o,0
654,340,661,GREEN,o,0
654,660,339,BLUE,o,0
346,660,661,RED,o,0
662,679,668,RED,o,1
662,321,668,GREEN,o,1
662,679,332,BLUE,o,1
338,679,668,YELLOW,o,1
681,674,645,RED,o,1
681,326,645,GREEN,o,1
681,674,355,BLUE,o,1
319,674,645,YELLOW,o,1
674,658,674,RED,o,1
674,342,674,GREEN,o,1
674,658,326,BLUE,o,1
326,658,674,YELLOW,o,1
673,656,654,RED,o,1
673,344,654,GREEN,o,1
673,656,346,BLUE,o,1
327,656,654,YELLOW,o,1
647,673,656,BLUE,o,0
647,327,656,YELLOW,o,0
647,673,344,RED,o,0
353,673,656,YELLOW,o,0
662,654,664,RED,o,1
662,346,664,GREEN,o,1
662,654,336,BLUE,o,1
338,654,664,YELLOW,o,1
319,717,618,GREEN,o,0
319,283,618,RED,o,0
319,717,382,BLUE,o,0
681,717,618,BLUE,o,0
671,676,656,RED,o,1
671,324,656,GREEN,o,1
671,676,344,BLUE,o,1
329,676,656,YELLOW,o,1
673,688,683,RED,o,1
673,312,683,GREEN,o,1
673,688,317,BLUE,o,1
327,688,683,YELLOW,o,1
678,681,671,RED,o,1
678,319,671,GREEN,o,1
678,681,329,BLUE,o,1
322,681,671,YELLOW,o,1
683,690,678,RED,o,1
683,310,678,GREEN,o,1
683,690,322,BLUE,o,1
317,690,678,YELLOW,o,1
652,669,692,RED,o,1
652,331,692,GREEN,o,1
652,669,308,BLUE,o,1
348,669,692,YELLOW,o,1
686,663,657,RED,o,1
686,337,657,GREEN,o,1
686,663,343,BLUE,o,1
314,663,657,YELLOW,o,1
677,672,680,RED,o,1
677,328,680,GREEN,o,1
677,672,320,BLUE,o,1
323,672,680,YELLOW,o,1
673,674,692,RED,o,1
673,326,692,GREEN,o,1
673,674,308,BLUE,o,1
327,674,692,YELLOW,o,1
656,683,675,YELLOW,o,0
656,317,675,BLUE,o,0
656,683,325,GREEN,o,0
344,683,675,BLUE,o,0
697,668,662,RED,o,1
697,332,662,GREEN,o,1
697,668,338,BLUE,o,1
303,668,662,YELLOW,o,1
676,676,672,RED,o,1
676,324,672,GREEN,o,1
676,676,328,BLUE,o,1
324,676,672,YELLOW,o,1
667,672,683,RED,o,1
667,328,683,GREEN,o,1
667,672,317,BLUE,o,1
333,672,683,YELLOW,o,1
669,680,682,RED,o,1
669,320,682,GREEN,o,1
669,680,318,BLUE,o,1
331,680,682,YELLOW,o,1
675,692,679,RED,o,1
675,308,679,GREEN,o,1
675,692,321,BLUE,o,1
325,692,679,YELLOW,o,1
684,677,670,RED,o,1
684,323,670,GREEN,o,1
684,677,330,BLUE,o,1
316,677,670,YELLOW,o,1
670,668,679,RED,o,1
670,332,679,GREEN,o,1
670,668,321,BLUE,o,1
330,668,679,YELLOW,o,1
703,675,666,RED,o,1
703,325,666,GREEN,o,1
703,675,334,BLUE,o,1
297,675,666,YELLOW,o,1
699,669,671,RED,o,1
699,331,671,GREEN,o,1
699,669,329,BLUE,o,1
301,669,671,YELLOW,o,1
690,687,672,RED,o,1
690,313,672,GREEN,o,1
690,687,328,BLUE,o,1
310,687,672,YELLOW,o,1
671,685,687,RED,o,1
671,315,687,GREEN,o,1
671,685,313,BLUE,o,1
329,685,687,YELLOW,o,1
678,694,705,RED,o,1
678,306,705,GREEN,o,1
678,694,295,BLUE,o,1
322,694,705,YELLOW,o,1
685,696,697,RED,o,1
685,304,697,GREEN,o,1
685,696,303,BLUE,o,1
315,696,697,YELLOW,o,1
678,684,706,RED,o,1
678,316,706,GREEN,o,1
678,684,294,BLUE,o,1
322,684,706,YELLOW,o,1
671,689,706,RED,o,1
671,311,706,GREEN,o,1
671,689,294,BLUE,o,1
329,689,706,YELLOW,o,1
702,710,697,RED,o,1
702,290,697,GREEN,o,1
702,710,303,BLUE,o,1
298,710,697,YELLOW,o,1
688,695,704,RED,o,1
688,305,704,GREEN,o,1
688,695,296,BLUE,o,1
312,695,704,YELLOW,o,1
692,711,678,RED,o,1
692,289,678,GREEN,o,1
692,711,322,BLUE,o,1
308,711,678,YELLOW,o,1
677,679,689,RED,o,1
677,321,689,GREEN,o,1
677,679,311,BLUE,o,1
323,679,689,YELLOW,o,1
682,699,715,RED,o,1
682,301,715,GREEN,o,1
682,699,285,BLUE,o,1
318,699,715,YELLOW,o,1
700,709,681,RED,o,1
700,291,681,GREEN,o,1
700,709,319,BLUE,o,1
300,709,681,YELLOW,o,1
679,708,718,RED,o,1
679,292,718,GREEN,o,1
679,708,282,BLUE,o,1
321,708,718,YELLOW,o,1
718,697,707,RED,o,1
718,303,707,GREEN,o,1
718,697,293,BLUE,o,1
282,697,707,YELLOW,o,1
706,685,700,RED,o,1
706,315,700,GREEN,o,1
706,685,300,BLUE,o,1
294,685,700,YELLOW,o,1
686,682,683,RED,o,1
686,318,683,GREEN,o,1
686,682,317,BLUE,o,1
314,682,683,YELLOW,o,1
689,703,721,RED,o,1
689,297,721,GREEN,o,1
689,703,279,BLUE,o,1
311,703,721,YELLOW,o,1
705,716,718,RED,o,1
705,284,718,GREEN,o,1
705,716,282,BLUE,o,1
295,716,718,YELLOW,o,1
688,703,698,RED,o,1
688,297,698,GREEN,o,1
688,703,302,BLUE,o,1
312,703,698,YELLOW,o,1
686,694,700,RED,o,1
686,306,700,GREEN,o,1
686,694,300,BLUE,o,1
314,694,700,YELLOW,o,1
698,722,724,RED,o,0
698,278,724,GREEN,o,0
698,722,276,BLUE,o,0
302,722,724,YELLOW,o,0
711,712,720,RED,o,1
711,288,720,GREEN,o,1
711,712,280,BLUE,o,1
